indic_code,indic_source,indic_lib,indic_cat,icd10,service,add_def,population,age_min,age_max,sex,enceinte,autre,depistage_fait,depistage_resultat,accouchement_assist,accouchement_ptme_type,chirurgie_urgence,traitement_statut
HMIS1094,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1095,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1096,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1097,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1098,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1099,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 0-1 mois- F.),TBD,Consultation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1100,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 0-1 mois- M.),TBD,Consultation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1101,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 1-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1102,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 1-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1103,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1104,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1105,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1106,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1107,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1108,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'appareil respiratoire,(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1109,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 0-1 mois- F.),TBD,Hospitalisation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1110,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 0-1 mois- M.),TBD,Hospitalisation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1111,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 1-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1112,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 1-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1113,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1114,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1115,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1116,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1117,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1118,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1119,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 0-1 mois- F.),TBD,Consultation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1120,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 0-1 mois- M.),TBD,Consultation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1121,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 1-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1122,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 1-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1123,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1124,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1125,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1126,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1127,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1128,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales de l'oeil- de l'oreille- de la face et du cou,(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1129,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 0-1 mois- F.),TBD,Hospitalisation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1130,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 0-1 mois- M.),TBD,Hospitalisation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1131,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 1-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1132,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 1-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1133,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1134,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1135,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1136,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1137,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1138,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1139,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 0-1 mois- F.),TBD,Consultation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1140,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 0-1 mois- M.),TBD,Consultation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1141,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 1-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1142,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 1-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1143,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1144,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1145,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1146,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1147,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1148,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales des organes genitaux,(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1149,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 0-1 mois- F.),TBD,Hospitalisation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1150,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 0-1 mois- M.),TBD,Hospitalisation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1151,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 1-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1152,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 1-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1153,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1154,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1155,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1156,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1157,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1158,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1159,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 0-1 mois- F.),TBD,Consultation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1160,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 0-1 mois- M.),TBD,Consultation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1161,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 1-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1162,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 1-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1163,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1164,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1165,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1166,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1167,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1168,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales du systeme nerveux,(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1169,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 0-1 mois- F.),TBD,Hospitalisation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1170,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 0-1 mois- M.),TBD,Hospitalisation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1171,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 1-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1172,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 1-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1173,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1174,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1175,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1176,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1177,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1178,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1179,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 0-1 mois- F.),TBD,Consultation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1180,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 0-1 mois- M.),TBD,Consultation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1181,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 1-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1182,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 1-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1183,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1184,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1185,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1186,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1187,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1188,Rapport epidemiologique B5b 4eme Partie,Cas malformations congenitales fente labiale et fente palatine,(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1189,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 0-1 mois- F.),TBD,Hospitalisation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1190,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 0-1 mois- M.),TBD,Hospitalisation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1191,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 1-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1192,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 1-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1193,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1194,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1195,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1196,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1197,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1198,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1199,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Non hospitalises- 0-1 mois- F.),TBD,Consultation,No,0-1 mois- F,0,M1,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1200,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Non hospitalises- 0-1 mois- M.),TBD,Consultation,No,0-1 mois- M,0,M1,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1201,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Non hospitalises- 1-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1202,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Non hospitalises- 1-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1203,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1204,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS1205,Rapport epidemiologique B5b 4eme Partie,Cas morsure ou coup donne par un chien,(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
